question,response,party,truth
X1985blacks,4,D,21.6
X1985blacks,31,I,21.6
X1985blacks,60,D,21.6
X1985blacks,15,I,21.6
X1985blacks,25,R,21.6
X1985blacks,35,I,21.6
X1985blacks,7,I,21.6
X1985blacks,50,D,21.6
X1985blacks,81,D,21.6
X1985blacks,20,I,21.6
X1985blacks,20,D,21.6
X1985blacks,25,R,21.6
X1985blacks,10,I,21.6
X1985blacks,70,R,21.6
X1985blacks,33,I,21.6
X1985blacks,85,R,21.6
X1985blacks,20,D,21.6
X1985blacks,65,D,21.6
X1985blacks,60,R,21.6
X1985blacks,100,R,21.6
X1985blacks,55,D,21.6
X1985blacks,28,I,21.6
X1985blacks,30,D,21.6
X1985blacks,10,D,21.6
X1985blacks,20,D,21.6
X1985blacks,25,D,21.6
X1985blacks,65,D,21.6
X1985blacks,15,D,21.6
X1985blacks,40,R,21.6
X1985blacks,5,R,21.6
X1985blacks,40,R,21.6
X1985blacks,58,R,21.6
X1985blacks,10,R,21.6
X1985blacks,45,D,21.6
X1985blacks,40,D,21.6
X1985blacks,40,R,21.6
X1985blacks,50,D,21.6
X1985blacks,20,D,21.6
X1985blacks,55,I,21.6
X1985blacks,46,R,21.6
X1985blacks,15,D,21.6
X1985blacks,225,D,21.6
X1985blacks,47,D,21.6
X1985blacks,8,R,21.6
X1985blacks,40,D,21.6
X1985blacks,20,I,21.6
X1985blacks,35,D,21.6
X1985blacks,30,D,21.6
X2004bush,100,D,224.6
X2004bush,3,R,224.6
X2004bush,250,D,224.6
X2004bush,500,R,224.6
X2004bush,1.00E+08,R,224.6
X2004bush,128,R,224.6
X2004bush,40,D,224.6
X2004bush,60,R,224.6
X2004bush,5,D,224.6
X2004bush,150,R,224.6
X2004bush,87,R,224.6
X2004bush,80,R,224.6
X2004bush,100,D,224.6
X2004bush,5,D,224.6
X2004bush,400,I,224.6
X2004bush,40,D,224.6
X2004bush,4,D,224.6
X2004bush,22,I,224.6
X2004bush,20,D,224.6
X2004bush,100,I,224.6
X2004bush,10,D,224.6
X2004bush,7.5,I,224.6
X2004bush,25,D,224.6
X2004bush,195,R,224.6
X2004bush,6,D,224.6
X2004bush,6,D,224.6
X2004bush,8,D,224.6
X2004bush,25,D,224.6
X2004bush,300,D,224.6
X2004bush,65,D,224.6
X2004bush,2.50E+07,R,224.6
X2004bush,50,I,224.6
X2004bush,5,D,224.6
X2004bush,40,R,224.6
X2004bush,2,I,224.6
X2004bush,60,D,224.6
X2004bush,200,D,224.6
X2004bush,10,D,224.6
X2004bush,20,D,224.6
X2004bush,0,R,224.6
X2004bush,8,D,224.6
X2004bush,700,D,224.6
X2004bush,250,D,224.6
X2004bush,150,D,224.6
X2004bush,10,R,224.6
X2004bush,1,R,224.6
X2004bush,10,D,224.6
X2004bush,3,D,224.6
X2004bush,600,I,224.6
X2004bush,2,D,224.6
X2004bush,3,D,224.6
X2004bush,10,D,224.6
X2004bush,23,D,224.6
X2004bush,13,D,224.6
X2004bush,65,D,224.6
X2004bush,60,R,224.6
X2004bush,10,D,224.6
X2004bush,3,D,224.6
X2004bush,900,I,224.6
X2004bush,0.1,D,224.6
X2004bush,650,R,224.6
X2004bush,300,R,224.6
X2004bush,300,I,224.6
X2004bush,20,I,224.6
X2004bush,45,R,224.6
X2004bush,75,R,224.6
X2004bush,50,D,224.6
X2004bush,3.00E+06,R,224.6
X2004bush,500,D,224.6
X2004bush,4,R,224.6
X2004bush,2,R,224.6
X2004bush,250,D,224.6
X2004bush,100,D,224.6
X2004bush,5,R,224.6
X2004bush,3,R,224.6
X2004bush,300,D,224.6
X2004bush,67,D,224.6
X2004bush,19,D,224.6
X2004bush,80,D,224.6
X2004bush,460,R,224.6
X2004bush,200,D,224.6
X2004bush,13,R,224.6
X2004bush,75,I,224.6
X2004bush,50,I,224.6
X2004bush,800,D,224.6
X2004bush,50,D,224.6
X2004bush,12,R,224.6
X2004bush,100,R,224.6
X2004bush,25,D,224.6
X2004bush,300,I,224.6
X2004bush,5,D,224.6
X2004bush,15,I,224.6
X2004bush,23,I,224.6
X2004bush,20,R,224.6
X2004bush,300,D,224.6
X2004bush,250,D,224.6
X2004bush,215,R,224.6
X2004bush,190,I,224.6
X2004bush,450,I,224.6
X2004bush,85,R,224.6
X2004bush,1,I,224.6
X2004bush,12,D,224.6
X2004bush,8,R,224.6
X2004bush,15,I,224.6
X2004bush,13,D,224.6
X2004bush,100,D,224.6
X2004bush,100,D,224.6
X2004bush,400,R,224.6
X2004bush,50,D,224.6
X2004bush,15,D,224.6
X2004bush,250,D,224.6
X2004bush,20,D,224.6
X2004bush,20,R,224.6
X2004bush,45,I,224.6
X2004bush,30,D,224.6
X2004bush,2,R,224.6
X2004bush,40,D,224.6
X2004bush,2,R,224.6
X2004bush,16,D,224.6
X2004bush,1.2,I,224.6
X2004bush,20,R,224.6
X2004bush,200,I,224.6
X2004bush,5.00E+07,R,224.6
X2004bush,100,D,224.6
X2004bush,400,I,224.6
X2004bush,3,D,224.6
X2004bush,200,D,224.6
X2004bush,4,R,224.6
X2004bush,5,D,224.6
X2004bush,500,R,224.6
X2004bush,5,D,224.6
X2004bush,20,D,224.6
X2004bush,5,D,224.6
X2004bush,1,D,224.6
X2004bush,50,R,224.6
X2004bush,10,D,224.6
X2004bush,25,R,224.6
X2004bush,50,D,224.6
X2004bush,20,D,224.6
X2004bush,200,D,224.6
X2004bush,3,D,224.6
X2004bush,150,R,224.6
X2004bush,450,D,224.6
X2004bush,45,R,224.6
X2004bush,2,R,224.6
X2004bush,500,R,224.6
X2004bush,8,D,224.6
X2004bush,1,D,224.6
X2004bush,500,D,224.6
X2004bush,26,R,224.6
X2004bush,200,D,224.6
X2004bush,75,D,224.6
X2004bush,250,R,224.6
X2004bush,65,D,224.6
X2004bush,200,I,224.6
X2004bush,7,D,224.6
X2004bush,20,R,224.6
X2004bush,10,D,224.6
X2004bush,670,I,224.6
X2004bush,2,D,224.6
X2004bush,3,I,224.6
X2004bush,2,D,224.6
X2004bush,2,R,224.6
X2004bush,10,D,224.6
X2004bush,200,D,224.6
X2004bush,238,I,224.6
X2004bush,40,D,224.6
X2004bush,15,D,224.6
X2004bush,250,I,224.6
X2004bush,50,D,224.6
X2004bush,75,D,224.6
X2004bush,50,D,224.6
X2004bush,200,I,224.6
X2004bush,5,R,224.6
X2004bush,16,I,224.6
X2004bush,250,D,224.6
X2004bush,15,R,224.6
X2004bush,56,D,224.6
X2004bush,50,D,224.6
X2004bush,5,R,224.6
X2004bush,20,I,224.6
X2004bush,60,I,224.6
X2004bush,45,D,224.6
X2004bush,100,D,224.6
X2004bush,190,D,224.6
X2004bush,25,D,224.6
X2004bush,400,R,224.6
X2004bush,10,D,224.6
X2004bush,6,D,224.6
X2004bush,100,R,224.6
X2004bush,2,I,224.6
X2004bush,6,D,224.6
X2004bush,350,D,224.6
X2004bush,12,D,224.6
X2004bush,50,R,224.6
X2004bush,3,R,224.6
X2004bush,5,D,224.6
X2004bush,2,R,224.6
X2004bush,3,D,224.6
X2004bush,150,D,224.6
X2004bush,1.5,D,224.6
X2004bush,10,D,224.6
X2004bush,189,I,224.6
X2004kerry,7,D,269.8
X2004kerry,50,D,269.8
X2004kerry,40,D,269.8
X2004kerry,30,I,269.8
X2004kerry,3.50E+07,R,269.8
X2004kerry,225,R,269.8
X2004kerry,75,D,269.8
X2004kerry,600,R,269.8
X2004kerry,2.00E+06,D,269.8
X2004kerry,40,R,269.8
X2004kerry,50,D,269.8
X2004kerry,60,R,269.8
X2004kerry,50,R,269.8
X2004kerry,20,R,269.8
X2004kerry,1,D,269.8
X2004kerry,300,I,269.8
X2004kerry,10,D,269.8
X2004kerry,8,I,269.8
X2004kerry,3,I,269.8
X2004kerry,70,I,269.8
X2004kerry,2.5,I,269.8
X2004kerry,10,D,269.8
X2004kerry,10,R,269.8
X2004kerry,4,D,269.8
X2004kerry,2,R,269.8
X2004kerry,300,I,269.8
X2004kerry,4.5,D,269.8
X2004kerry,3,I,269.8
X2004kerry,5,D,269.8
X2004kerry,10,D,269.8
X2004kerry,199,I,269.8
X2004kerry,3,R,269.8
X2004kerry,1,D,269.8
X2004kerry,30,D,269.8
X2004kerry,2.00E+07,R,269.8
X2004kerry,80,I,269.8
X2004kerry,20,I,269.8
X2004kerry,35,R,269.8
X2004kerry,22,I,269.8
X2004kerry,485,D,269.8
X2004kerry,46,D,269.8
X2004kerry,100,D,269.8
X2004kerry,30,D,269.8
X2004kerry,12,R,269.8
X2004kerry,20,D,269.8
X2004kerry,20,D,269.8
X2004kerry,10,D,269.8
X2004kerry,3,D,269.8
X2004kerry,685,R,269.8
X2004kerry,1,I,269.8
X2004kerry,3750000,D,269.8
X2004kerry,1,I,269.8
X2004kerry,2.4,I,269.8
X2004kerry,125,D,269.8
X2004kerry,50,R,269.8
X2004kerry,200,D,269.8
X2004kerry,30,D,269.8
X2004kerry,6,R,269.8
X2004kerry,30,R,269.8
X2004kerry,5,D,269.8
X2004kerry,2,D,269.8
X2004kerry,15,D,269.8
X2004kerry,10,I,269.8
X2004kerry,1,D,269.8
X2004kerry,5,R,269.8
X2004kerry,5.5,D,269.8
X2004kerry,80,R,269.8
X2004kerry,500,I,269.8
X2004kerry,1,D,269.8
X2004kerry,9,D,269.8
X2004kerry,5,D,269.8
X2004kerry,150,D,269.8
X2004kerry,50,D,269.8
X2004kerry,100,D,269.8
X2004kerry,1,R,269.8
X2004kerry,2,R,269.8
X2004kerry,500,R,269.8
X2004kerry,1,R,269.8
X2004kerry,6,R,269.8
X2004kerry,500,D,269.8
X2004kerry,58,D,269.8
X2004kerry,2,R,269.8
X2004kerry,199,D,269.8
X2004kerry,3,D,269.8
X2004kerry,5,R,269.8
X2004kerry,575,R,269.8
X2004kerry,250,D,269.8
X2004kerry,70,R,269.8
X2004kerry,5,D,269.8
X2004kerry,12,D,269.8
X2004kerry,8,R,269.8
X2004kerry,12,R,269.8
X2004kerry,400,D,269.8
X2004kerry,21,D,269.8
X2004kerry,1.70E+07,R,269.8
X2004kerry,12,I,269.8
X2004kerry,4,R,269.8
X2004kerry,10,I,269.8
X2004kerry,5,D,269.8
X2004kerry,15,R,269.8
X2004kerry,5,R,269.8
X2004kerry,3.00E+08,I,269.8
X2004kerry,3,I,269.8
X2004kerry,2000,R,269.8
X2004kerry,8,D,269.8
X2004kerry,10,R,269.8
X2004kerry,20,I,269.8
X2004kerry,13,D,269.8
X2004kerry,3,I,269.8
X2004kerry,2,D,269.8
X2004kerry,15,R,269.8
X2004kerry,14,R,269.8
X2004kerry,10,R,269.8
X2004kerry,3,D,269.8
X2004kerry,300,I,269.8
X2004kerry,1,D,269.8
X2004kerry,2.00E+06,R,269.8
X2004kerry,55,D,269.8
X2004kerry,5,R,269.8
X2004kerry,20,D,269.8
X2004kerry,300,R,269.8
X2004kerry,2.5,I,269.8
X2004kerry,10,R,269.8
X2004kerry,7.50E+07,R,269.8
X2004kerry,10,D,269.8
X2004kerry,40,D,269.8
X2004kerry,50,D,269.8
X2004kerry,50,D,269.8
X2004kerry,3,R,269.8
X2004kerry,17,D,269.8
X2004kerry,750,R,269.8
X2004kerry,218,D,269.8
X2004kerry,64,D,269.8
X2004kerry,200,D,269.8
X2004kerry,5,R,269.8
X2004kerry,1000,D,269.8
X2004kerry,6,D,269.8
X2004kerry,20,D,269.8
X2004kerry,2,D,269.8
X2004kerry,8,D,269.8
X2004kerry,100,R,269.8
X2004kerry,50,R,269.8
X2004kerry,10,D,269.8
X2004kerry,2,D,269.8
X2004kerry,500,D,269.8
X2004kerry,250,D,269.8
X2004kerry,60,D,269.8
X2004kerry,14,D,269.8
X2004kerry,5.00E+08,D,269.8
X2004kerry,25,D,269.8
X2004kerry,25,D,269.8
X2004kerry,150,D,269.8
X2004kerry,70,I,269.8
X2004kerry,500,D,269.8
X2004kerry,2,D,269.8
X2004kerry,90,I,269.8
X2004kerry,23,D,269.8
X2004kerry,0,R,269.8
X2004kerry,5,D,269.8
X2004kerry,1,I,269.8
X2004kerry,3,I,269.8
X2004kerry,1,R,269.8
X2004kerry,15,D,269.8
X2004kerry,2,D,269.8
X2004kerry,25,R,269.8
X2004kerry,2.00E+06,R,269.8
X2004kerry,175,I,269.8
X2004kerry,50,D,269.8
X2004kerry,10,I,269.8
X2004kerry,200,I,269.8
X2004kerry,3,R,269.8
X2004kerry,30,R,269.8
X2004kerry,5,D,269.8
X2004kerry,1.2,D,269.8
X2004kerry,1,R,269.8
X2004kerry,42,D,269.8
X2004kerry,2,D,269.8
X2004kerry,1,I,269.8
X2004kerry,5,D,269.8
X2004kerry,3,R,269.8
X2004kerry,250,R,269.8
X2004kerry,50,I,269.8
X2004kerry,2,R,269.8
X2004kerry,10,D,269.8
X2004kerry,47,D,269.8
X2004kerry,10,D,269.8
X2004kerry,400,R,269.8
X2004kerry,6,R,269.8
X2004kerry,10,I,269.8
X2004kerry,10,R,269.8
X2004kerry,38,D,269.8
X2004kerry,5,I,269.8
X2004kerry,3,R,269.8
X2004kerry,25,D,269.8
X2004kerry,5.00E+06,D,269.8
X2004kerry,100700,D,269.8
X2004kerry,2,R,269.8
X2004kerry,23,D,269.8
X2004kerry,200,D,269.8
X2004kerry,50,D,269.8
X2004kerry,1.00E+08,R,269.8
X2004kerry,50,D,269.8
