"","q","user_id","party","response_1","response_2","response_3","truth","set","network","pair_id","experiment","remove_extreme"
"3562","Taxes",392,"Repub",22,16,10,14.6,"C","Social",3,1,NA
"3563","Unemployment",392,"Repub",3.5,5,5,4.9,"C","Social",3,1,NA
"3564","California",436,"Repub",NA,45,52,60.2,"C","Social",3,1,NA
"3565","Election",471,"Repub",NA,75,75,224.6,"C","Social",3,1,NA
"3566","Unemployment",388,"Repub",6,8,7,4.9,"C","Social",3,1,NA
"3567","California",495,"Repub",60,60,60,60.2,"C","Social",3,1,NA
"3568","California",514,"Repub",56,55,55,60.2,"C","Social",3,1,NA
"3569","California",517,"Repub",32,55,48,60.2,"C","Social",3,1,NA
"3570","Taxes",411,"Repub",14.5,25.2,33,14.6,"C","Social",3,1,NA
"3571","Taxes",502,"Repub",10,15,15,14.6,"C","Social",3,1,NA
"3572","Election",517,"Repub",NA,300,200,224.6,"C","Social",3,1,NA
"3573","Taxes",404,"Repub",12,16,17,14.6,"C","Social",3,1,NA
"3574","California",404,"Repub",27,60,60,60.2,"C","Social",3,1,NA
"3575","California",503,"Repub",45,45,45,60.2,"C","Social",3,1,NA
"3576","Taxes",427,"Repub",37,22,34,14.6,"C","Social",3,1,NA
"3577","California",501,"Repub",35,35,40,60.2,"C","Social",3,1,NA
"3578","California",439,"Repub",42,42,42,60.2,"C","Social",3,1,NA
"3579","Unemployment",390,"Repub",11,10,10,4.9,"C","Social",3,1,NA
"3580","Unemployment",471,"Repub",5,4.7,4.7,4.9,"C","Social",3,1,NA
"3581","Taxes",470,"Repub",40,18,26,14.6,"C","Social",3,1,NA
"3582","Election",498,"Repub",325,200,325,224.6,"C","Social",3,1,NA
"3583","Taxes",514,"Repub",30,25,24,14.6,"C","Social",3,1,NA
"3584","Election",390,"Repub",300,0,300,224.6,"C","Social",3,1,NA
"3585","Taxes",456,"Repub",25,28,30,14.6,"C","Social",3,1,NA
"3586","Unemployment",423,"Repub",2.5,6.5,7,4.9,"C","Social",3,1,NA
"3587","Unemployment",498,"Repub",60,6,6,4.9,"C","Social",3,1,NA
"3588","Election",392,"Repub",350,200,300,224.6,"C","Social",3,1,NA
"3589","California",392,"Repub",65,55,55,60.2,"C","Social",3,1,NA
"3590","Taxes",517,"Repub",32,19,24,14.6,"C","Social",3,1,NA
"3591","Unemployment",517,"Repub",NA,4.5,7,4.9,"C","Social",3,1,NA
"3592","California",410,"Repub",NA,NA,43,60.2,"C","Social",3,1,NA
"3593","Unemployment",466,"Repub",4.3,4.7,4.7,4.9,"C","Social",3,1,NA
"3594","California",516,"Repub",65,55,52,60.2,"C","Social",3,1,NA
"3595","Election",410,"Repub",NA,74,NA,224.6,"C","Social",3,1,NA
"3596","Taxes",385,"Repub",NA,18.5,NA,14.6,"C","Social",3,1,NA
"3597","California",411,"Repub",52,55,52,60.2,"C","Social",3,1,NA
"3598","Taxes",423,"Repub",25,25,25,14.6,"C","Social",3,1,NA
"3599","Election",453,"Repub",300,280,350,224.6,"C","Social",3,1,NA
"3600","California",453,"Repub",15,20,18,60.2,"C","Social",3,1,NA
"3601","Election",411,"Repub",300,329,250,224.6,"C","Social",3,1,NA
"3602","Election",512,"Repub",250,249,248,224.6,"C","Social",3,1,NA
"3603","Election",476,"Repub",200,190,500,224.6,"C","Social",3,1,NA
"3604","Taxes",498,"Repub",20,20,20,14.6,"C","Social",3,1,NA
"3605","Unemployment",436,"Repub",11,5,4,4.9,"C","Social",3,1,NA
"3606","Unemployment",439,"Repub",37,28,24,4.9,"C","Social",3,1,NA
"3607","Taxes",390,"Repub",15,15,16,14.6,"C","Social",3,1,NA
"3608","Unemployment",514,"Repub",4.6,4,4,4.9,"C","Social",3,1,NA
"3609","California",471,"Repub",60,70,75,60.2,"C","Social",3,1,NA
"3610","Unemployment",456,"Repub",7,6,5,4.9,"C","Social",3,1,NA
"3611","Unemployment",410,"Repub",NA,NA,NA,4.9,"C","Social",3,1,NA
"3612","Taxes",493,"Repub",22,33,25,14.6,"C","Social",3,1,NA
"3613","Unemployment",493,"Repub",4,4,4,4.9,"C","Social",3,1,NA
"3614","Election",436,"Repub",40,250,249,224.6,"C","Social",3,1,NA
"3615","Election",404,"Repub",300,300,328,224.6,"C","Social",3,1,NA
"3616","California",476,"Repub",28,29,39,60.2,"C","Social",3,1,NA
"3617","California",470,"Repub",70,60,57,60.2,"C","Social",3,1,NA
"3618","Unemployment",509,"Repub",6.7,7,7,4.9,"C","Social",3,1,NA
"3619","Election",388,"Repub",250,250,250,224.6,"C","Social",3,1,NA
"3620","Election",466,"Repub",200,500,500,224.6,"C","Social",3,1,NA
"3621","Unemployment",496,"Repub",4,5,5,4.9,"C","Social",3,1,NA
"3622","Election",493,"Repub",400,380,390,224.6,"C","Social",3,1,NA
"3623","Unemployment",495,"Repub",4.8,5,5,4.9,"C","Social",3,1,NA
"3624","Election",439,"Repub",25,124,148,224.6,"C","Social",3,1,NA
"3625","California",423,"Repub",40,47,46,60.2,"C","Social",3,1,NA
"3626","Election",470,"Repub",220,320,230,224.6,"C","Social",3,1,NA
"3627","Taxes",409,"Repub",25,22,22,14.6,"C","Social",3,1,NA
"3628","Election",409,"Repub",300,300,300,224.6,"C","Social",3,1,NA
"3629","Election",423,"Repub",240,280,210,224.6,"C","Social",3,1,NA
"3630","California",427,"Repub",22,23,46,60.2,"C","Social",3,1,NA
"3631","Election",503,"Repub",150,200,200,224.6,"C","Social",3,1,NA
"3632","Unemployment",512,"Repub",6,5,4.5,4.9,"C","Social",3,1,NA
"3633","Unemployment",400,"Repub",6,4.7,5,4.9,"C","Social",3,1,NA
"3634","Taxes",466,"Repub",22,21.8,21.6,14.6,"C","Social",3,1,NA
"3635","Election",496,"Repub",210,220,225,224.6,"C","Social",3,1,NA
"3636","Taxes",431,"Repub",20,25,22,14.6,"C","Social",3,1,NA
"3637","Election",376,"Repub",NA,NA,NA,224.6,"C","Social",3,1,NA
"3638","Unemployment",376,"Repub",5,4,NA,4.9,"C","Social",3,1,NA
"3639","California",454,"Repub",46,47,47,60.2,"C","Social",3,1,NA
"3640","California",390,"Repub",39,45,46,60.2,"C","Social",3,1,NA
"3641","Taxes",388,"Repub",12,19,19,14.6,"C","Social",3,1,NA
"3642","Taxes",496,"Repub",24,21,21,14.6,"C","Social",3,1,NA
"3643","Unemployment",398,"Repub",18,4.6,4.8,4.9,"C","Social",3,1,NA
"3644","Unemployment",404,"Repub",5,4.7,4.7,4.9,"C","Social",3,1,NA
"3645","California",496,"Repub",48,62,62,60.2,"C","Social",3,1,NA
"3646","Taxes",512,"Repub",20,22,17,14.6,"C","Social",3,1,NA
"3647","Taxes",398,"Repub",24,NA,24,14.6,"C","Social",3,1,NA
"3648","California",431,"Repub",45,38,55,60.2,"C","Social",3,1,NA
"3649","Unemployment",502,"Repub",6.5,5,5,4.9,"C","Social",3,1,NA
"3650","California",456,"Repub",60,55,65,60.2,"C","Social",3,1,NA
"3651","California",498,"Repub",35,45,40,60.2,"C","Social",3,1,NA
"3652","Election",427,"Repub",23,165,185,224.6,"C","Social",3,1,NA
"3653","Taxes",376,"Repub",NA,23,7.3,14.6,"C","Social",3,1,NA
"3654","Unemployment",503,"Repub",17,17,17,4.9,"C","Social",3,1,NA
"3655","Unemployment",431,"Repub",5,5,5,4.9,"C","Social",3,1,NA
"3656","Election",495,"Repub",200,200,200,224.6,"C","Social",3,1,NA
"3657","Unemployment",409,"Repub",5,6,6,4.9,"C","Social",3,1,NA
"3658","California",509,"Repub",46,45,46,60.2,"C","Social",3,1,NA
"3659","Taxes",495,"Repub",15,15,15,14.6,"C","Social",3,1,NA
"3660","California",398,"Repub",42,33,42,60.2,"C","Social",3,1,NA
"3661","Election",454,"Repub",325,300,310,224.6,"C","Social",3,1,NA
"3662","California",400,"Repub",48,56,56,60.2,"C","Social",3,1,NA
"3663","Taxes",454,"Repub",14,12,13,14.6,"C","Social",3,1,NA
"3664","California",388,"Repub",60,65,65,60.2,"C","Social",3,1,NA
"3665","Unemployment",470,"Repub",5,5,5,4.9,"C","Social",3,1,NA
"3666","Taxes",476,"Repub",17,19,19,14.6,"C","Social",3,1,NA
"3667","California",376,"Repub",27,48,67,60.2,"C","Social",3,1,NA
"3668","Election",400,"Repub",100,333,NA,224.6,"C","Social",3,1,NA
"3669","Election",509,"Repub",400,450,400,224.6,"C","Social",3,1,NA
"3670","California",409,"Repub",60,54,54,60.2,"C","Social",3,1,NA
"3671","Election",514,"Repub",250,260,250,224.6,"C","Social",3,1,NA
"3672","Taxes",503,"Repub",30,30,30,14.6,"C","Social",3,1,NA
"3673","Unemployment",454,"Repub",4.6,4.5,4.7,4.9,"C","Social",3,1,NA
"3674","Election",398,"Repub",NA,174,187,224.6,"C","Social",3,1,NA
"3675","California",493,"Repub",52,52,52,60.2,"C","Social",3,1,NA
"3676","Unemployment",476,"Repub",4.4,4,5,4.9,"C","Social",3,1,NA
"3677","Election",431,"Repub",269,263,282,224.6,"C","Social",3,1,NA
"3678","Taxes",400,"Repub",17.5,18,18,14.6,"C","Social",3,1,NA
"3679","Taxes",516,"Repub",35,35,30,14.6,"C","Social",3,1,NA
"3680","Unemployment",327,"Repub",7,7,7,4.9,"D","Social",1,1,NA
"3681","California",332,"Repub",60,65,62,60.2,"D","Social",1,1,NA
"3682","Election",358,"Repub",120,130,150,224.6,"D","Social",1,1,NA
"3683","Unemployment",349,"Repub",66,15,10,4.9,"D","Social",1,1,NA
"3684","California",346,"Repub",52,52,52,60.2,"D","Social",1,1,NA
"3685","Election",324,"Repub",150,180,202,224.6,"D","Social",1,1,NA
"3686","Taxes",312,"Repub",21,23,22,14.6,"D","Social",1,1,NA
"3687","Election",291,"Repub",300,280,240,224.6,"D","Social",1,1,NA
"3688","California",328,"Repub",56,41,56,60.2,"D","Social",1,1,NA
"3689","California",273,"Repub",34,32,NA,60.2,"D","Social",1,1,NA
"3690","Taxes",268,"Repub",22,26,24,14.6,"D","Social",1,1,NA
"3691","California",251,"Repub",30,35,35,60.2,"D","Social",1,1,NA
"3692","Unemployment",261,"Repub",8,5,5,4.9,"D","Social",1,1,NA
"3693","Election",354,"Repub",150,245,280,224.6,"D","Social",1,1,NA
"3694","Election",328,"Repub",300,200,240,224.6,"D","Social",1,1,NA
"3695","Taxes",332,"Repub",25,24,23,14.6,"D","Social",1,1,NA
"3696","Taxes",370,"Repub",25.7,25.7,25.7,14.6,"D","Social",1,1,NA
"3697","California",324,"Repub",55,58,62,60.2,"D","Social",1,1,NA
"3698","California",350,"Repub",65,35,30,60.2,"D","Social",1,1,NA
"3699","Taxes",358,"Repub",28,25,25,14.6,"D","Social",1,1,NA
"3700","Election",296,"Repub",298,250,248,224.6,"D","Social",1,1,NA
"3701","Taxes",328,"Repub",25,20,14,14.6,"D","Social",1,1,NA
"3702","California",358,"Repub",35,35,35,60.2,"D","Social",1,1,NA
"3703","Election",273,"Repub",150,232,17,224.6,"D","Social",1,1,NA
"3704","Unemployment",354,"Repub",5,4,5,4.9,"D","Social",1,1,NA
"3705","Unemployment",286,"Repub",4.9,4,4.7,4.9,"D","Social",1,1,NA
"3706","Taxes",338,"Repub",24,20,20,14.6,"D","Social",1,1,NA
"3707","California",296,"Repub",35,42,42,60.2,"D","Social",1,1,NA
"3708","Unemployment",251,"Repub",5,5,5,4.9,"D","Social",1,1,NA
"3709","Unemployment",328,"Repub",6.6,9.4,9,4.9,"D","Social",1,1,NA
"3710","Taxes",354,"Repub",18,20,25,14.6,"D","Social",1,1,NA
"3711","Taxes",261,"Repub",25,NA,21,14.6,"D","Social",1,1,NA
"3712","Taxes",294,"Repub",25,39,NA,14.6,"D","Social",1,1,NA
"3713","Unemployment",375,"Repub",7,5,5,4.9,"D","Social",1,1,NA
"3714","Taxes",273,"Repub",26.4,13.6,11.8,14.6,"D","Social",1,1,NA
"3715","California",312,"Repub",33,42,48,60.2,"D","Social",1,1,NA
"3716","Taxes",375,"Repub",25,3,33,14.6,"D","Social",1,1,NA
"3717","Election",334,"Repub",245,350,345,224.6,"D","Social",1,1,NA
"3718","Election",346,"Repub",290,210,160,224.6,"D","Social",1,1,NA
"3719","California",367,"Repub",40,55,60,60.2,"D","Social",1,1,NA
"3720","California",261,"Repub",27,33,33,60.2,"D","Social",1,1,NA
"3721","California",366,"Repub",65,45,48,60.2,"D","Social",1,1,NA
"3722","California",303,"Repub",40,42,42,60.2,"D","Social",1,1,NA
"3723","Taxes",349,"Repub",15.9,28,26,14.6,"D","Social",1,1,NA
"3724","Election",370,"Repub",150,180,180,224.6,"D","Social",1,1,NA
"3725","Unemployment",370,"Repub",7.8,8.9,8.9,4.9,"D","Social",1,1,NA
"3726","California",344,"Repub",60,50,60,60.2,"D","Social",1,1,NA
"3727","Taxes",346,"Repub",27,27,26,14.6,"D","Social",1,1,NA
"3728","Unemployment",344,"Repub",4.7,4.7,5,4.9,"D","Social",1,1,NA
"3729","Election",312,"Repub",150,450,315,224.6,"D","Social",1,1,NA
"3730","Taxes",344,"Repub",14.5,15,14,14.6,"D","Social",1,1,NA
"3731","Taxes",245,"Repub",21,21,21,14.6,"D","Social",1,1,NA
"3732","Taxes",296,"Repub",26,26,24,14.6,"D","Social",1,1,NA
"3733","Election",245,"Repub",180,18,180,224.6,"D","Social",1,1,NA
"3734","Unemployment",294,"Repub",4.9,4.7,4.7,4.9,"D","Social",1,1,NA
"3735","Election",349,"Repub",NA,56,219,224.6,"D","Social",1,1,NA
"3736","Unemployment",281,"Repub",8,7,7,4.9,"D","Social",1,1,NA
"3737","California",291,"Repub",40,50,51,60.2,"D","Social",1,1,NA
"3738","California",268,"Repub",55,48,50,60.2,"D","Social",1,1,NA
"3739","Taxes",324,"Repub",25,10,15,14.6,"D","Social",1,1,NA
"3740","Election",268,"Repub",280,215,250,224.6,"D","Social",1,1,NA
"3741","Unemployment",267,"Repub",5,5.8,6,4.9,"D","Social",1,1,NA
"3742","California",370,"Repub",57,52,57,60.2,"D","Social",1,1,NA
"3743","Taxes",327,"Repub",19,19,19,14.6,"D","Social",1,1,NA
"3744","Taxes",350,"Repub",NA,16,22,14.6,"D","Social",1,1,NA
"3745","Unemployment",296,"Repub",4.6,4.5,4.5,4.9,"D","Social",1,1,NA
"3746","Taxes",290,"Repub",25,31,30,14.6,"D","Social",1,1,NA
"3747","Taxes",334,"Repub",20.5,23,21,14.6,"D","Social",1,1,NA
"3748","Election",294,"Repub",240,260,300,224.6,"D","Social",1,1,NA
"3749","Unemployment",303,"Repub",14,14,15,4.9,"D","Social",1,1,NA
"3750","Taxes",281,"Repub",45,39,25,14.6,"D","Social",1,1,NA
"3751","Election",367,"Repub",1,170,170,224.6,"D","Social",1,1,NA
"3752","Election",375,"Repub",25,226,223,224.6,"D","Social",1,1,NA
"3753","Taxes",366,"Repub",13,16,17,14.6,"D","Social",1,1,NA
"3754","California",274,"Repub",68,35,37,60.2,"D","Social",1,1,NA
"3755","Unemployment",350,"Repub",25,13,20,4.9,"D","Social",1,1,NA
"3756","Unemployment",302,"Repub",5,4,5,4.9,"D","Social",1,1,NA
"3757","Election",344,"Repub",250,230,220,224.6,"D","Social",1,1,NA
"3758","Election",286,"Repub",NA,300,300,224.6,"D","Social",1,1,NA
"3759","Unemployment",245,"Repub",9.5,12,9,4.9,"D","Social",1,1,NA
"3760","Election",270,"Repub",300,280,300,224.6,"D","Social",1,1,NA
"3761","Unemployment",366,"Repub",67,7,NA,4.9,"D","Social",1,1,NA
"3762","Election",281,"Repub",169,200,212,224.6,"D","Social",1,1,NA
"3763","Taxes",291,"Repub",27,25,9.8,14.6,"D","Social",1,1,NA
"3764","Election",327,"Repub",500,400,400,224.6,"D","Social",1,1,NA
"3765","California",334,"Repub",30,28,35,60.2,"D","Social",1,1,NA
"3766","Unemployment",334,"Repub",7,7,7,4.9,"D","Social",1,1,NA
"3767","Taxes",251,"Repub",30,25,25,14.6,"D","Social",1,1,NA
"3768","Taxes",270,"Repub",25,24,22,14.6,"D","Social",1,1,NA
"3769","Taxes",286,"Repub",14,15,18.3,14.6,"D","Social",1,1,NA
"3770","Unemployment",346,"Repub",6,6,6,4.9,"D","Social",1,1,NA
"3771","Taxes",302,"Repub",25,23,20,14.6,"D","Social",1,1,NA
"3772","Taxes",303,"Repub",32,30,32,14.6,"D","Social",1,1,NA
"3773","Unemployment",332,"Repub",8,7,6,4.9,"D","Social",1,1,NA
"3774","Election",350,"Repub",1,45,215,224.6,"D","Social",1,1,NA
"3775","Election",303,"Repub",220,200,200,224.6,"D","Social",1,1,NA
"3776","Election",366,"Repub",140,184,197,224.6,"D","Social",1,1,NA
"3777","Election",290,"Repub",381,300,305,224.6,"D","Social",1,1,NA
"3778","Taxes",367,"Repub",40,30,30,14.6,"D","Social",1,1,NA
"3779","Taxes",267,"Repub",17.2,17.9,17,14.6,"D","Social",1,1,NA
"3780","California",245,"Repub",60,50,55,60.2,"D","Social",1,1,NA
"3781","California",338,"Repub",14,68,62,60.2,"D","Social",1,1,NA
"3782","Election",302,"Repub",275,300,250,224.6,"D","Social",1,1,NA
"3783","Unemployment",338,"Repub",5,5,5,4.9,"D","Social",1,1,NA
"3784","California",286,"Repub",15,6,6,60.2,"D","Social",1,1,NA
"3785","Taxes",274,"Repub",23,26,24,14.6,"D","Social",1,1,NA
"3786","Unemployment",290,"Repub",6.5,4.8,4.7,4.9,"D","Social",1,1,NA
"3787","Unemployment",270,"Repub",12,10,11,4.9,"D","Social",1,1,NA
"3788","Election",338,"Repub",227,215,189,224.6,"D","Social",1,1,NA
"3789","California",327,"Repub",23,30,35,60.2,"D","Social",1,1,NA
"3790","Election",267,"Repub",325.6,210.2,205.6,224.6,"D","Social",1,1,NA
"3791","California",281,"Repub",60,51,55,60.2,"D","Social",1,1,NA
"3792","Election",332,"Repub",300,275,275,224.6,"D","Social",1,1,NA
"3793","California",294,"Repub",60,NA,62,60.2,"D","Social",1,1,NA
"3794","Election",274,"Repub",119,210,228,224.6,"D","Social",1,1,NA
"3795","Taxes",321,"Repub",22,22,11,14.6,"D","Social",1,1,NA
"3796","California",321,"Repub",65,62,62,60.2,"D","Social",1,1,NA
"3797","Unemployment",312,"Repub",5,6,5,4.9,"D","Social",1,1,NA
"3798","California",290,"Repub",45,41,41,60.2,"D","Social",1,1,NA
"3799","Unemployment",321,"Repub",18,5,5,4.9,"D","Social",1,1,NA
"3800","Unemployment",291,"Repub",4.5,5,5,4.9,"D","Social",1,1,NA
"3801","California",349,"Repub",75,47,30,60.2,"D","Social",1,1,NA
"3802","Unemployment",268,"Repub",6,5,4,4.9,"D","Social",1,1,NA
"3803","California",270,"Repub",30,55,55,60.2,"D","Social",1,1,NA
"3804","Unemployment",324,"Repub",5.1,4.7,4.7,4.9,"D","Social",1,1,NA
"3805","California",267,"Repub",28,48,48,60.2,"D","Social",1,1,NA
"3806","Election",261,"Repub",100,200,400,224.6,"D","Social",1,1,NA
"3807","Unemployment",274,"Repub",10,13,11,4.9,"D","Social",1,1,NA
"3808","California",354,"Repub",10,30,47,60.2,"D","Social",1,1,NA
"3809","Election",321,"Repub",250,164,160,224.6,"D","Social",1,1,NA
"3810","California",375,"Repub",26,39,39,60.2,"D","Social",1,1,NA
"3811","California",302,"Repub",55,45,50,60.2,"D","Social",1,1,NA
"3812","Unemployment",273,"Repub",4.7,4.6,4.6,4.9,"D","Social",1,1,NA
"3813","Unemployment",358,"Repub",11,10,10,4.9,"D","Social",1,1,NA
"3814","Unemployment",367,"Repub",30,15,15,4.9,"D","Social",1,1,NA
"3815","Election",251,"Repub",350,350,350,224.6,"D","Social",1,1,NA
"3816","California",138,"Repub",40,35,45,60.2,"D","Social",2,1,NA
"3817","California",160,"Repub",26,NA,27,60.2,"D","Social",2,1,NA
"3818","California",239,"Repub",50,65,60,60.2,"D","Social",2,1,NA
"3819","Unemployment",118,"Repub",6,5,5,4.9,"D","Social",2,1,NA
"3820","Election",231,"Repub",412,389,377,224.6,"D","Social",2,1,NA
"3821","Taxes",160,"Repub",21,13.5,14,14.6,"D","Social",2,1,NA
"3822","Election",138,"Repub",250,275,280,224.6,"D","Social",2,1,NA
"3823","Unemployment",227,"Repub",6,7,7,4.9,"D","Social",2,1,NA
"3824","California",189,"Repub",7,7,7,60.2,"D","Social",2,1,NA
"3825","California",122,"Repub",15,30,31,60.2,"D","Social",2,1,NA
"3826","Unemployment",109,"Repub",5,5,5,4.9,"D","Social",2,1,NA
"3827","Election",136,"Repub",300,228,228,224.6,"D","Social",2,1,NA
"3828","Taxes",231,"Repub",24,24,23,14.6,"D","Social",2,1,NA
"3829","Taxes",190,"Repub",48,25,23,14.6,"D","Social",2,1,NA
"3830","Unemployment",192,"Repub",2.5,4.1,4.5,4.9,"D","Social",2,1,NA
"3831","Unemployment",205,"Repub",4.8,4,5,4.9,"D","Social",2,1,NA
"3832","Election",183,"Repub",250,240,325,224.6,"D","Social",2,1,NA
"3833","Taxes",238,"Repub",34,29,25,14.6,"D","Social",2,1,NA
"3834","Taxes",122,"Repub",15,NA,13.2,14.6,"D","Social",2,1,NA
"3835","Election",109,"Repub",200,250,240,224.6,"D","Social",2,1,NA
"3836","Taxes",138,"Repub",20,20,19,14.6,"D","Social",2,1,NA
"3837","Unemployment",149,"Repub",5,5,5,4.9,"D","Social",2,1,NA
"3838","California",227,"Repub",38,39,38,60.2,"D","Social",2,1,NA
"3839","Unemployment",122,"Repub",4.7,5,4.7,4.9,"D","Social",2,1,NA
"3840","Unemployment",224,"Repub",18,15,14,4.9,"D","Social",2,1,NA
"3841","Unemployment",135,"Repub",4.2,4.6,4.6,4.9,"D","Social",2,1,NA
"3842","Election",96,"Repub",100,500,200,224.6,"D","Social",2,1,NA
"3843","Taxes",227,"Repub",20,23,23,14.6,"D","Social",2,1,NA
"3844","Unemployment",190,"Repub",4.7,4.7,5,4.9,"D","Social",2,1,NA
"3845","Taxes",149,"Repub",26,15,18,14.6,"D","Social",2,1,NA
"3846","Unemployment",160,"Repub",4.6,4.6,4.8,4.9,"D","Social",2,1,NA
"3847","Election",238,"Repub",300,300,300,224.6,"D","Social",2,1,NA
"3848","Unemployment",158,"Repub",10,5,5,4.9,"D","Social",2,1,NA
"3849","Unemployment",231,"Repub",7,6,6,4.9,"D","Social",2,1,NA
"3850","Election",195,"Repub",250,225,230,224.6,"D","Social",2,1,NA
"3851","Taxes",237,"Repub",35,34,33,14.6,"D","Social",2,1,NA
"3852","Election",164,"Repub",227,227,227,224.6,"D","Social",2,1,NA
"3853","California",231,"Repub",37,41,39,60.2,"D","Social",2,1,NA
"3854","Election",192,"Repub",200,230,231,224.6,"D","Social",2,1,NA
"3855","Taxes",136,"Repub",25,30,30,14.6,"D","Social",2,1,NA
"3856","California",238,"Repub",45,38,38,60.2,"D","Social",2,1,NA
"3857","Taxes",189,"Repub",55,55,18,14.6,"D","Social",2,1,NA
"3858","California",136,"Repub",22,33,34,60.2,"D","Social",2,1,NA
"3859","Taxes",159,"Repub",14,15,16,14.6,"D","Social",2,1,NA
"3860","Unemployment",159,"Repub",5,5,5,4.9,"D","Social",2,1,NA
"3861","Election",179,"Repub",325,250,425,224.6,"D","Social",2,1,NA
"3862","Unemployment",237,"Repub",5,5,5,4.9,"D","Social",2,1,NA
"3863","Election",237,"Repub",250,232,250,224.6,"D","Social",2,1,NA
"3864","Unemployment",239,"Repub",25,20,16,4.9,"D","Social",2,1,NA
"3865","Election",239,"Repub",350,300,325,224.6,"D","Social",2,1,NA
"3866","Unemployment",136,"Repub",4.25,5,5,4.9,"D","Social",2,1,NA
"3867","California",164,"Repub",17,63,63,60.2,"D","Social",2,1,NA
"3868","Unemployment",101,"Repub",5,5,5,4.9,"D","Social",2,1,NA
"3869","Unemployment",103,"Repub",14,13,12,4.9,"D","Social",2,1,NA
"3870","Taxes",103,"Repub",24,27,24,14.6,"D","Social",2,1,NA
"3871","Unemployment",238,"Repub",4,4.7,4.7,4.9,"D","Social",2,1,NA
"3872","Unemployment",189,"Repub",6,4,4,4.9,"D","Social",2,1,NA
"3873","California",125,"Repub",35,35,35,60.2,"D","Social",2,1,NA
"3874","California",171,"Repub",54,52,50,60.2,"D","Social",2,1,NA
"3875","Election",118,"Repub",200,200,200,224.6,"D","Social",2,1,NA
"3876","Election",149,"Repub",310,230,227,224.6,"D","Social",2,1,NA
"3877","Election",205,"Repub",290,295,310,224.6,"D","Social",2,1,NA
"3878","Taxes",195,"Repub",20,40,40,14.6,"D","Social",2,1,NA
"3879","Election",160,"Repub",NA,299,326.8,224.6,"D","Social",2,1,NA
"3880","Election",135,"Repub",200,248,239,224.6,"D","Social",2,1,NA
"3881","California",237,"Repub",60,55,52,60.2,"D","Social",2,1,NA
"3882","California",103,"Repub",67,37,54,60.2,"D","Social",2,1,NA
"3883","Unemployment",138,"Repub",30,15,12,4.9,"D","Social",2,1,NA
"3884","Taxes",109,"Repub",17,25,24,14.6,"D","Social",2,1,NA
"3885","Election",189,"Repub",NA,500,500,224.6,"D","Social",2,1,NA
"3886","Election",190,"Repub",NA,328479256,329,224.6,"D","Social",2,1,NA
"3887","California",179,"Repub",35,55,NA,60.2,"D","Social",2,1,NA
"3888","Unemployment",171,"Repub",4,4,4,4.9,"D","Social",2,1,NA
"3889","Taxes",143,"Repub",14,21,21,14.6,"D","Social",2,1,NA
"3890","Unemployment",133,"Repub",12,9,8,4.9,"D","Social",2,1,NA
"3891","California",159,"Repub",57,48,48,60.2,"D","Social",2,1,NA
"3892","Unemployment",164,"Repub",4.7,4.7,5,4.9,"D","Social",2,1,NA
"3893","California",90,"Repub",23,16,11,60.2,"D","Social",2,1,NA
"3894","Taxes",135,"Repub",23,23.5,23.8,14.6,"D","Social",2,1,NA
"3895","Taxes",118,"Repub",28,28,28,14.6,"D","Social",2,1,NA
"3896","California",109,"Repub",35,36,37,60.2,"D","Social",2,1,NA
"3897","Election",224,"Repub",250,245,245,224.6,"D","Social",2,1,NA
"3898","Election",143,"Repub",250,500,433,224.6,"D","Social",2,1,NA
"3899","Unemployment",125,"Repub",4.5,4.7,5,4.9,"D","Social",2,1,NA
"3900","California",158,"Repub",15,30,27,60.2,"D","Social",2,1,NA
"3901","California",149,"Repub",16,43,51,60.2,"D","Social",2,1,NA
"3902","Unemployment",179,"Repub",5,4,4,4.9,"D","Social",2,1,NA
"3903","Taxes",179,"Repub",23,28,26,14.6,"D","Social",2,1,NA
"3904","Unemployment",90,"Repub",8,7,6,4.9,"D","Social",2,1,NA
"3905","Taxes",205,"Repub",20,21,21,14.6,"D","Social",2,1,NA
"3906","Election",158,"Repub",350,275,260,224.6,"D","Social",2,1,NA
"3907","Taxes",164,"Repub",14.45,14.45,14,14.6,"D","Social",2,1,NA
"3908","California",135,"Repub",8,30,7,60.2,"D","Social",2,1,NA
"3909","Taxes",125,"Repub",10,11,13,14.6,"D","Social",2,1,NA
"3910","Taxes",192,"Repub",16,24,24.3,14.6,"D","Social",2,1,NA
"3911","Election",159,"Repub",208,206,203,224.6,"D","Social",2,1,NA
"3912","Unemployment",195,"Repub",8,5,5,4.9,"D","Social",2,1,NA
"3913","California",195,"Repub",75,25,30,60.2,"D","Social",2,1,NA
"3914","Taxes",239,"Repub",25,20,23,14.6,"D","Social",2,1,NA
"3915","California",96,"Repub",55,7,10,60.2,"D","Social",2,1,NA
"3916","California",183,"Repub",45,55,58,60.2,"D","Social",2,1,NA
"3917","Taxes",183,"Repub",15,15,28,14.6,"D","Social",2,1,NA
"3918","Taxes",101,"Repub",12,7,7,14.6,"D","Social",2,1,NA
"3919","California",143,"Repub",40,36,37,60.2,"D","Social",2,1,NA
"3920","Election",101,"Repub",260.5,210,300,224.6,"D","Social",2,1,NA
"3921","Unemployment",183,"Repub",5,5,5,4.9,"D","Social",2,1,NA
